id,name,state_id,lat,lng
82,Serilungampalle,28,17.48,78.33
83,Siddipet,28,18.11,78.84
84,Sikandarabad,28,17.47,78.52
85,Sirsilla,28,18.4,78.81
86,Srikakulam,28,18.3,83.9
87,Srikalahasti,28,13.76,79.7
88,Suriapet,28,17.15,79.62
89,Tadepalle,28,16.48,80.6
90,Tadepallegudem,28,16.82,81.52
91,Tadpatri,28,14.91,78
92,Tandur,28,17.25,77.58
93,Tanuku,28,16.75,81.69
94,Tenali,28,16.24,80.65
95,Tirupati,28,13.63,79.41
96,Tuni,28,17.35,82.55
97,Uppal Kalan,28,17.38,78.55
98,Vijayawada,28,16.52,80.63
99,Vinukonda,28,16.05,79.75
100,Visakhapatnam,28,17.73,83.3
101,Vizianagaram,28,18.12,83.4
102,Vuyyuru,28,16.37,80.85
103,Wanparti,28,16.37,78.07
104,Warangal,28,18.01,79.58
105,Yemmiganur,28,15.73,77.48
106,Itanagar,12,27.14,93.61
107,Barpeta,18,26.32,91
108,Bongaigaon,18,26.48,90.54
109,Dhuburi,18,26.03,89.97
110,Dibrugarh,18,27.49,94.91
111,Diphu,18,25.84,93.43
112,Guwahati,18,26.19,91.75
113,Jorhat,18,26.76,94.2
114,Karimganj,18,24.85,92.36
115,Lakhimpur,18,27.24,94.1
116,Lanka,18,25.93,92.95
117,Nagaon,18,26.35,92.68
118,Sibsagar,18,26.99,94.63
119,Silchar,18,24.83,92.77
120,Tezpur,18,26.63,92.79
121,Tinsukia,18,27.5,95.36
122,Alipur Duar,19,26.5,89.53
123,Arambagh,19,22.88,87.78
124,Asansol,19,23.69,86.98
125,Ashoknagar Kalyangarh,19,22.84,88.63
126,Baharampur,19,24.1,88.24
127,Baidyabati,19,22.79,88.33
128,Baj Baj,19,22.48,88.17
129,Bally,19,22.65,88.35
130,Bally Cantonment,19,22.65,88.36
131,Balurghat,19,25.23,88.77
132,Bangaon,19,23.05,88.83
133,Bankra,19,22.58,88.31
134,Bankura,19,23.24,87.07
135,Bansbaria,19,22.95,88.4
136,Baranagar,19,22.64,88.37
137,Barddhaman,19,23.24,87.86
138,Basirhat,19,22.66,88.86
139,Bhadreswar,19,22.84,88.35
140,Bhatpara,19,22.89,88.42
141,Bidhannagar,19,22.57,88.42
142,Binnaguri,19,26.74,89.03
143,Bishnupur,19,23.08,87.33
144,Bolpur,19,23.67,87.7
145,Kolkata,19,22.57,88.36
146,Chakdaha,19,22.48,88.35
147,Champdani,19,22.81,88.34
148,Chandannagar,19,22.89,88.37
149,Contai,19,21.79,87.75
150,Dabgram,19,,
151,Darjiling,19,27.05,88.26
152,Dhulian,19,24.68,87.97
153,Dinhata,19,26.13,89.47
154,Dum Dum,19,22.63,88.42
155,Durgapur,19,23.5,87.31
156,Gangarampur,19,25.4,88.52
157,Garulia,19,22.83,88.37
158,Gayespur,19,22.98,88.51
159,Ghatal,19,22.67,87.72
160,Gopalpur,19,,
161,Habra,19,22.84,88.62
162,Halisahar,19,22.95,88.42
163,Haora,19,22.58,88.33
164,HugliChunchura,19,22.91,88.4
165,Ingraj Bazar,19,25.01,88.14
166,Islampur,19,26.27,88.2
167,Jalpaiguri,19,26.53,88.71
168,Jamuria,19,23.7,87.08
169,Jangipur,19,24.47,88.07
170,Jhargram,19,22.45,86.98
171,Kaliyaganj,19,25.63,88.32
172,Kalna,19,23.22,88.37
173,Kalyani,19,22.98,88.48
174,Kamarhati,19,22.67,88.37
175,Kanchrapara,19,22.95,88.45
176,Kandi,19,23.95,88.03
177,Karsiyang,19,26.88,88.28
178,Katwa,19,23.65,88.13
179,Kharagpur,19,22.34,87.31
180,Kharagpur Railway Settlement,19,22.34,87.26
181,Khardaha,19,22.73,88.38
182,Kharia,19,,
183,Koch Bihar,19,26.33,89.46
184,Konnagar,19,22.7,88.36
185,Krishnanagar,19,23.41,88.51
186,Kulti,19,23.72,86.89
187,Madhyamgram,19,22.7,88.45
188,Maheshtala,19,22.51,88.23
189,Memari,19,23.2,88.12
190,Midnapur,19,22.33,87.15
191,Naihati,19,22.91,88.43
192,Navadwip,19,23.42,88.37
193,Ni Barakpur,19,22.77,88.36
194,North Barakpur,19,22.78,88.37
195,North Dum Dum,19,22.64,88.41
196,Old Maldah,19,,
197,Panihati,19,22.69,88.37
198,Phulia,19,23.24,88.5
199,Pujali,19,22.47,88.15
200,Puruliya,19,23.34,86.36
201,Raiganj,19,25.62,88.12
202,Rajpur,19,22.44,88.44
203,Rampur Hat,19,24.17,87.78
204,Ranaghat,19,23.19,88.58
205,Raniganj,19,23.62,87.11
206,Rishra,19,22.71,88.36
207,Shantipur,19,23.26,88.44
208,Shiliguri,19,26.73,88.42
209,Shrirampur,19,22.74,88.35
210,Siuri,19,23.91,87.53
211,South Dum Dum,19,22.61,88.41
212,Titagarh,19,22.74,88.38
213,Ulubaria,19,22.47,88.11
214,UttarparaKotrung,19,22.66,88.35
215,Araria,10,26.15,87.52
216,Arrah,10,25.56,84.66
217,Aurangabad,10,24.75,84.37
218,Bagaha,10,27.1,84.09
219,Begusarai,10,25.42,86.12
220,Bettiah,10,26.81,84.5
221,Bhabua,10,25.05,83.62
222,Bhagalpur,10,25.26,86.98
223,Bihar Sharif,10,25.21,85.52
224,Buxar,10,25.58,83.98
225,Chhapra,10,25.78,84.72
226,Darbhanga,10,26.16,85.88
227,Dehri,10,24.91,84.18
228,DighaMainpura,10,,
229,Dinapur,10,25.64,85.04
230,Dumraon,10,25.55,84.15
231,Gaya,10,24.81,85
232,Gopalganj,10,26.47,84.43
233,Goura,10,,
234,Hajipur,10,,
235,Jahanabad,10,25.22,84.98
236,Jamalpur,10,25.32,86.48
237,Jamui,10,24.92,86.22
238,Katihar,10,25.55,87.57
239,Khagaria,10,25.5,86.48
240,Khagaul,10,25.58,85.05
241,Kishanganj,10,26.11,87.95
242,Lakhisarai,10,25.18,86.09
243,Madhipura,10,25.92,86.78
244,Madhubani,10,26.37,86.06
245,Masaurhi,10,25.35,85.03
246,Mokama,10,25.4,85.92
247,Motihari,10,26.66,84.91
248,Munger,10,25.39,86.47
249,Muzaffarpur,10,26.13,85.38
250,Nawada,10,24.88,85.54
251,Patna,10,25.62,85.13
252,Phulwari,10,25.6,85.13
253,Purnia,10,25.78,87.47
254,Raxaul,10,26.98,84.85
255,Saharsa,10,25.88,86.59
256,Samastipur,10,25.85,85.78
257,Sasaram,10,24.96,84.01
258,Sitamarhi,10,26.61,85.48
259,Siwan,10,26.23,84.35
260,Supaul,10,26.12,86.6
261,Chandigarh,4,30.75,76.78
262,Ambikapur,22,23.13,83.2
263,Bhilai,22,21.21,81.38
264,Bilaspur,22,22.09,82.15
265,Charoda,22,21.23,81.5
266,Chirmiri,22,23.21,82.41
267,Dhamtari,22,20.71,81.55
268,Durg,22,21.2,81.28
269,Jagdalpur,22,19.09,82.03
270,Korba,22,22.35,82.69
271,Raigarh,22,21.9,83.39
272,Raipur,22,21.24,81.63
273,Rajnandgaon,22,21.1,81.04
274,Bhalswa Jahangirpur,7,28.74,77.17
275,Burari,7,,
276,Chilla Saroda Bangar,7,,
277,Dallo Pura,7,,
278,Delhi,7,28.67,77.21
279,Deoli,7,28.49,77.22
280,Dilli Cantonment,7,28.57,77.16
281,Gharoli,7,,
282,Gokalpur,7,28.71,77.28
283,Hastsal,7,,
284,Jaffrabad,7,,
285,Karawal Nagar,7,,
286,Khajuri Khas,7,,
287,Kirari Suleman Nagar,7,,
288,Mandoli,7,,
289,Mithe Pur,7,,
290,Molarband,7,,
291,Mundka,7,,
292,Mustafabad,7,,
293,Nangloi Jat,7,28.68,77.07
294,Ni Dilli,7,28.6,77.22
295,Pul Pehlad,7,,
296,Puth Kalan,7,,
297,Roshan Pura,7,28.6,76.99
298,Sadat Pur Gujran,7,,
299,Sultanpur Majra,7,28.76,77.06
300,Tajpul,7,,
301,Tigri,7,28.5,77.22
302,Ziauddin Pur,7,,
303,Madgaon,30,15.28,73.94
304,Mormugao,30,15.42,73.78
305,Panaji,30,15.5,73.81
306,Ahmedabad,24,23.03,72.58
307,Amreli,24,21.61,71.22
308,Anand,24,22.56,72.95
309,Anjar,24,23.12,70.02
310,Bardoli,24,21.12,73.12
311,Bharuch,24,21.71,72.97
312,Bhavnagar,24,21.79,72.13
313,Bhuj,24,23.26,69.66
314,Borsad,24,22.42,72.9
315,Botad,24,22.18,71.66
316,Chandkheda,24,23.15,72.61
317,Chandlodiya,24,23.1,72.56
318,Dabhoi,24,22.13,73.41
319,Dahod,24,22.84,74.25
320,Dholka,24,22.74,72.44
321,Dhoraji,24,21.74,70.44
322,Dhrangadhra,24,23,71.46
323,Disa,24,24.26,72.18
324,Gandhidham,24,23.07,70.13
325,Gandhinagar,24,23.3,72.63
326,Ghatlodiya,24,23.05,72.55
327,Godhra,24,22.77,73.6
328,Gondal,24,21.97,70.8
329,Himatnagar,24,23.6,72.96
330,Jamnagar,24,22.47,70.07
331,Jetpur,24,21.75,70.61
332,Junagadh,24,21.52,70.45
333,Kalol,24,23.25,72.49
334,Keshod,24,21.31,70.23
335,Khambhat,24,22.32,72.61
336,Kundla,24,21.35,71.3
337,Mahuva,24,21.1,71.75
338,Mangrol,24,21.12,70.12
339,Modasa,24,23.47,73.3
340,Morvi,24,22.82,70.83
341,Nadiad,24,22.7,72.85
342,Navagam Ghed,24,,
343,Navsari,24,20.96,72.92
344,Palitana,24,21.52,71.83
345,Patan,24,23.86,72.11
346,Porbandar,24,21.65,69.6
347,Puna,24,,
348,Rajkot,24,22.31,70.79
349,Ramod,24,,
350,Ranip,24,23.03,72.54
351,Siddhapur,24,23.92,72.37
352,Sihor,24,21.7,71.97
353,Surat,24,21.2,72.82
354,Surendranagar,24,22.71,71.67
355,Thaltej,24,,
356,Una,24,20.82,71.03
357,Unjha,24,23.81,72.38
358,Upleta,24,21.75,70.27
